subsection_id,paper_rank,paper_id,pmid,pmcid,doi,title,source_format,hybrid_score,lexical_score,semantic_score,evidence_role_hint,selected_for_packet,selection_reason,top_chunk_uids
SUB003,14,pmid-34544753,34544753,PMC9762331,10.1158/2159-8290.CD-21-0072,RTK-Dependent Inducible Degradation of Mutant PI3Kα Drives GDC-0077 (Inavolisib) Efficacy.,pmc_xml,0.027519,144.942065,0.000000,primary_for_subsection,1,stage4_primary_force_included,pmid-34544753:CH0048
SUB003,15,pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",pmc_xml,0.026946,446.455930,0.000000,global_primary_retrieved,0,not_selected,pmid-37916956:CH0055;pmid-37916956:CH0053;pmid-37916956:CH0054
SUB003,16,pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,pmc_xml,0.026930,151.246627,1.435517,global_primary_retrieved,0,not_selected,pmid-40510030:CH0033;pmid-40510030:CH0005;pmid-40510030:CH0035
SUB003,17,pmid-42445743,42445743,PMC13361340,10.2147/DDDT.S611371,Precision Endocrine-Based Combinations After CDK4/6 Inhibitor Progression in HR-Positive Metastatic Breast Cancer.,pmc_xml,0.024710,294.740288,0.712300,global_primary_retrieved,0,not_selected,pmid-42445743:CH0039;pmid-42445743:CH0056
SUB003,18,pmid-32864625,32864625,PMC7450824,10.1038/s43018-020-0047-1,Alterations in PTEN and ESR1 promote clinical resistance to alpelisib plus aromatase inhibitors.,pmc_xml,0.017370,0.000000,1.436050,global_primary_retrieved,0,not_selected,pmid-32864625:CH0005;pmid-32864625:CH0001
SUB003,19,pmid-33602685,33602685,PMC8282704,10.1158/1078-0432.CCR-20-4879,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,pmc_xml,0.017114,295.442580,0.000000,global_primary_retrieved,0,not_selected,pmid-33602685:CH0005;pmid-33602685:CH0006
SUB003,20,pmid-35348782,35348782,PMC8963159,10.1093/oncolo/oyac011,Alpelisib Plus Fulvestrant or Letrozole Demonstrates Sustained Benefits Across Subgroups of Patients with PIK3CA-Mutated HR+/HER2- Advanced Breast Cancer.,pmc_xml,0.016308,293.265653,0.000000,global_primary_retrieved,0,not_selected,pmid-35348782:CH0008;pmid-35348782:CH0003
SUB003,21,pmid-39539943,39539943,PMC11558728,10.1177/17588359241297101,Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety.,pmc_xml,0.016299,293.696748,0.000000,global_primary_retrieved,0,not_selected,pmid-39539943:CH0004;pmid-39539943:CH0006
SUB003,22,pmid-41079023,41079023,PMC12514518,10.1016/j.eclinm.2025.103535,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,pmc_xml,0.015194,146.110455,0.707611,global_primary_retrieved,0,not_selected,pmid-41079023:CH0008;pmid-41079023:CH0057
SUB003,23,pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,pmc_xml,0.012195,159.240744,0.000000,context_for_subsection,0,not_selected,pmid-41620612:CH0008
SUB003,24,pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,pmc_xml,0.012195,0.000000,0.752350,context_for_subsection,0,not_selected,pmid-39920872:CH0008
SUB003,25,pmid-36913051,36913051,PMC10147754,10.1007/s10549-023-06895-2,"Antitumor activity of the PI3K δ-sparing inhibitor MEN1611 in PIK3CA mutated, trastuzumab-resistant HER2 + breast cancer.",pmc_xml,0.011236,155.301504,0.000000,global_primary_retrieved,0,not_selected,pmid-36913051:CH0040
SUB003,26,pmid-36611120,36611120,,10.1038/s41388-022-02585-3,Alpelisib and fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the French early access program.,pdf,0.011111,155.073057,0.000000,global_primary_retrieved,0,not_selected,pmid-36611120:CH0005
SUB003,27,pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,pmc_xml,0.010638,152.821656,0.000000,global_primary_retrieved,0,not_selected,pmid-33947692:CH0023
SUB003,28,pmid-31852484,31852484,PMC6921513,10.1186/s13058-019-1230-0,Elacestrant (RAD1901) exhibits anti-tumor activity in multiple ER+ breast cancer models resistant to CDK4/6 inhibitors.,pmc_xml,0.010417,152.558263,0.000000,global_primary_retrieved,0,not_selected,pmid-31852484:CH0001
SUB003,29,pmid-33976551,33976551,PMC8104980,10.2147/OTT.S298720,"Advances in Therapy for Hormone Receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer Patients Who Have Experienced Progression After Treatment with CDK4/6 Inhibitors.",pmc_xml,0.010000,151.693258,0.000000,global_primary_retrieved,0,not_selected,pmid-33976551:CH0030
SUB003,30,pmid-42074235,42074235,PMC13116710,10.3390/ijms27083597,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,pmc_xml,0.009524,150.085506,0.000000,global_primary_retrieved,0,not_selected,pmid-42074235:CH0007
SUB003,31,pmid-36428975,36428975,PMC9688837,10.3390/cells11223545,Analytical Performance of Next-Generation Sequencing and RT-PCR on Formalin-Fixed Paraffin-Embedded Tumor Tissues for PIK3CA Testing in HR+/HER2- Breast Cancer.,pmc_xml,0.009346,150.033811,0.000000,global_primary_retrieved,0,not_selected,pmid-36428975:CH0005
SUB003,32,pmid-34012367,34012367,PMC8114069,10.1159/000514794,First Experiences with Alpelisib in Clinical Routine: Case Reports from a German Breast Center.,pdf,0.009259,0.000000,0.722272,global_primary_retrieved,0,not_selected,pmid-34012367:CH0005
SUB003,33,pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,pdf,0.008696,148.561627,0.000000,context_for_subsection,0,not_selected,pmid-35968355:CH0025
SUB003,34,pmid-39217059,39217059,PMC11840667,10.1016/j.clbc.2024.08.001,A Phase I Trial of Alpelisib Combined With Capecitabine in Patients With HER2-Negative Metastatic Breast Cancer.,pmc_xml,0.008547,0.000000,0.718029,global_primary_retrieved,0,not_selected,pmid-39217059:CH0007
SUB003,35,pmid-41976378,41976378,PMC13072385,10.3390/cancers18071156,"Impact of Time of Administration, Fasting, and a Low-Carbohydrate Diet on Alpelisib-Associated Hyperglycemia and Efficacy: A Pilot Randomized Controlled Phase IIb Trial.",pmc_xml,0.008403,147.076143,0.000000,global_primary_retrieved,0,not_selected,pmid-41976378:CH0006
SUB003,36,pmid-33059733,33059733,PMC7559997,10.1186/s13046-020-01713-9,TAM family receptors in conjunction with MAPK signalling are involved in acquired resistance to PI3Kα inhibition in head and neck squamous cell carcinoma.,pmc_xml,0.008403,0.000000,0.715732,global_primary_retrieved,0,not_selected,pmid-33059733:CH0006
SUB003,37,pmid-38496864,38496864,PMC10944239,10.1016/j.heliyon.2024.e27529,A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for alpelisib.,pmc_xml,0.008333,0.000000,0.715711,global_primary_retrieved,0,not_selected,pmid-38496864:CH0002
SUB003,38,pmid-37101291,37101291,PMC10131374,10.1186/s13073-023-01181-8,"Multiple PIK3CA mutation clonality correlates with outcomes in taselisib + fulvestrant-treated ER+/HER2-, PIK3CA-mutated breast cancers.",pmc_xml,0.008264,0.000000,0.715208,global_primary_retrieved,0,not_selected,pmid-37101291:CH0024
SUB003,39,pmid-34754095,34754095,PMC8810831,10.1038/s41416-021-01601-9,Sensitive and robust liquid biopsy-based detection of PIK3CA mutations in hormone-receptor-positive metastatic breast cancer patients.,pdf,0.008197,0.000000,0.715162,global_primary_retrieved,0,not_selected,pmid-34754095:CH0005
SUB003,40,pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,pmc_xml,0.008065,0.000000,0.713301,global_primary_retrieved,0,not_selected,pmid-36321996:CH0049
SUB003,41,pmid-37339176,37339176,PMC10543974,10.1158/0008-5472.CAN-23-0282,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,pmc_xml,0.007752,0.000000,0.711113,global_primary_retrieved,0,not_selected,pmid-37339176:CH0035
SUB003,42,pmid-30167089,30167089,PMC6114962,10.18632/oncotarget.25854,"A Phase Ib, open-label, dose-finding study of alpelisib in combination with paclitaxel in patients with advanced solid tumors.",pmc_xml,0.007692,0.000000,0.710083,global_primary_retrieved,0,not_selected,pmid-30167089:CH0023
SUB003,43,pmid-31859350,31859350,PMC6923785,10.1093/annonc/mdz280,Biomarkers of response and resistance to PI3K inhibitors in estrogen receptor-positive breast cancer patients and combination therapies involving PI3K inhibitors.,pmc_xml,0.007634,145.611698,0.000000,global_primary_retrieved,0,not_selected,pmid-31859350:CH0031
SUB003,44,pmid-34173298,34173298,PMC8262312,10.1002/onco.13873,Potential for Long-Term Disease Control with Alpelisib Plus Fulvestrant Spans Patient Subgroups in HR+ PIK3CA-Mutated Advanced Breast Cancer.,pdf,0.007576,145.408860,0.000000,global_primary_retrieved,0,not_selected,pmid-34173298:CH0002
SUB003,45,pmid-39070139,39070139,PMC11272611,10.3389/fonc.2024.1390452,"Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors.",pmc_xml,0.007407,0.000000,0.708695,global_primary_retrieved,0,not_selected,pmid-39070139:CH0005
SUB003,46,pmid-34067117,34067117,PMC8125641,10.3390/cancers13092250,IGF2 Mediates Resistance to Isoform-Selective-Inhibitors of the PI3K in HPV Positive Head and Neck Cancer.,pmc_xml,0.007353,0.000000,0.707937,global_primary_retrieved,0,not_selected,pmid-34067117:CH0009
SUB004,1,pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",pmc_xml,0.110845,327.043215,2.261240,primary_for_subsection,1,top_ranked,pmid-37623743:CH0051;pmid-37623743:CH0001;pmid-37623743:CH0008
SUB004,2,pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,pmc_xml,0.107086,308.825491,2.270290,primary_for_subsection,1,top_ranked,pmid-37916958:CH0036;pmid-37916958:CH0029;pmid-37916958:CH0037
SUB004,3,pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",pmc_xml,0.103961,323.681580,2.193586,primary_for_subsection,1,top_ranked,pmid-37916956:CH0055;pmid-37916956:CH0009;pmid-37916956:CH0001
SUB004,4,pmid-42351448,42351448,PMC13298351,10.3390/diagnostics16121790,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",pmc_xml,0.052625,277.822940,1.373070,global_primary_retrieved,1,top_ranked,pmid-42351448:CH0013;pmid-42351448:CH0014;pmid-42351448:CH0041
SUB004,5,pmid-28129991,28129991,PMC5319926,10.1016/j.bmc.2017.01.012,Identification of allosteric binding sites for PI3Kα oncogenic mutant specific inhibitor design.,pmc_xml,0.048585,0.000000,2.066184,primary_for_subsection,1,top_ranked,pmid-28129991:CH0007;pmid-28129991:CH0010;pmid-28129991:CH0014
SUB004,6,pmid-35022207,35022207,PMC7612218,10.1158/2159-8290.CD-21-1411,Precision Targeting of Mutant PI3Kα in Cancer by Selective Degradation.,pmc_xml,0.043615,171.537244,1.433682,global_primary_retrieved,1,top_ranked,pmid-35022207:CH0011;pmid-35022207:CH0012;pmid-35022207:CH0003
SUB004,7,pmid-27048245,27048245,PMC4820873,10.1186/s13058-016-0697-1,Activation of IGF1R/p110β/AKT/mTOR confers resistance to α-specific PI3K inhibition.,pmc_xml,0.042907,177.645840,1.410940,global_primary_retrieved,1,top_ranked,pmid-27048245:CH0039;pmid-27048245:CH0005;pmid-27048245:CH0045
SUB004,8,pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,pdf,0.030294,0.000000,2.080820,global_primary_retrieved,1,top_ranked,pmid-34552006:CH0040;pmid-34552006:CH0045;pmid-34552006:CH0007
SUB004,9,pmid-39539943,39539943,PMC11558728,10.1177/17588359241297101,Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety.,pmc_xml,0.029509,259.612290,0.000000,global_primary_retrieved,1,top_ranked,pmid-39539943:CH0006;pmid-39539943:CH0038;pmid-39539943:CH0005
SUB004,10,pmid-33976551,33976551,PMC8104980,10.2147/OTT.S298720,"Advances in Therapy for Hormone Receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer Patients Who Have Experienced Progression After Treatment with CDK4/6 Inhibitors.",pmc_xml,0.028575,257.405569,0.000000,global_primary_retrieved,1,top_ranked,pmid-33976551:CH0030;pmid-33976551:CH0028;pmid-33976551:CH0001
SUB004,11,pmid-27604488,27604488,PMC5050154,10.1158/2159-8290.CD-16-0305,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,pmc_xml,0.027253,81.810397,1.373111,global_primary_retrieved,0,not_selected,pmid-27604488:CH0005;pmid-27604488:CH0017;pmid-27604488:CH0012
SUB004,12,pmid-34544753,34544753,PMC9762331,10.1158/2159-8290.CD-21-0072,RTK-Dependent Inducible Degradation of Mutant PI3Kα Drives GDC-0077 (Inavolisib) Efficacy.,pmc_xml,0.025547,0.000000,2.034283,global_primary_retrieved,0,not_selected,pmid-34544753:CH0005;pmid-34544753:CH0003;pmid-34544753:CH0030
SUB004,13,pmid-32864625,32864625,PMC7450824,10.1038/s43018-020-0047-1,Alterations in PTEN and ESR1 promote clinical resistance to alpelisib plus aromatase inhibitors.,pmc_xml,0.022627,83.246635,0.732699,global_primary_retrieved,0,not_selected,pmid-32864625:CH0004;pmid-32864625:CH0039
SUB004,14,pmid-30588709,30588709,PMC6398875,10.1111/cas.13923,"Phase I study of alpelisib (BYL719), an α-specific PI3K inhibitor, in Japanese patients with advanced solid tumors.",pmc_xml,0.017389,0.000000,1.361485,global_primary_retrieved,0,not_selected,pmid-30588709:CH0005;pmid-30588709:CH0004
SUB004,15,pmid-39935426,39935426,PMC11810462,10.20517/cdr.2024.169,Optimizing therapeutic approaches for HR+/HER2- advanced breast cancer: clinical perspectives on biomarkers and treatment strategies post-CDK4/6 inhibitor progression.,pmc_xml,0.016662,163.049432,0.000000,global_primary_retrieved,0,not_selected,pmid-39935426:CH0023;pmid-39935426:CH0019
SUB004,16,pmid-41079023,41079023,PMC12514518,10.1016/j.eclinm.2025.103535,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,pmc_xml,0.016340,161.440723,0.000000,global_primary_retrieved,0,not_selected,pmid-41079023:CH0008;pmid-41079023:CH0010
SUB004,17,pmid-36913051,36913051,PMC10147754,10.1007/s10549-023-06895-2,"Antitumor activity of the PI3K δ-sparing inhibitor MEN1611 in PIK3CA mutated, trastuzumab-resistant HER2 + breast cancer.",pmc_xml,0.016139,82.087510,0.669373,global_primary_retrieved,0,not_selected,pmid-36913051:CH0031;pmid-36913051:CH0029
SUB004,18,pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,pmc_xml,0.015429,158.632827,0.000000,global_primary_retrieved,0,not_selected,pmid-40510030:CH0033;pmid-40510030:CH0045
SUB004,19,pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,pmc_xml,0.015353,0.000000,1.340922,global_primary_retrieved,0,not_selected,pmid-40991650:CH0009;pmid-40991650:CH0064
SUB004,20,pmid-37553597,37553597,PMC10408073,10.1186/s12885-023-11243-0,BYL719 reverses gefitinib-resistance induced by PI3K/AKT activation in non-small cell lung cancer cells.,pmc_xml,0.010526,89.677115,0.000000,global_primary_retrieved,0,not_selected,pmid-37553597:CH0001
SUB004,21,pmid-37339176,37339176,PMC10543974,10.1158/0008-5472.CAN-23-0282,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,pmc_xml,0.010417,89.559505,0.000000,global_primary_retrieved,0,not_selected,pmid-37339176:CH0036
SUB004,22,pmid-41143603,41143603,PMC12770939,10.1158/1078-0432.CCR-25-1459,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,pmc_xml,0.009901,86.969610,0.000000,global_primary_retrieved,0,not_selected,pmid-41143603:CH0068
SUB004,23,pmid-24249715,24249715,PMC3902650,10.1158/1535-7163.MCT-13-0518,Enhanced PI3K p110α signaling confers acquired lapatinib resistance that can be effectively reversed by a p110α-selective PI3K inhibitor.,pmc_xml,0.009434,85.383288,0.000000,global_primary_retrieved,0,not_selected,pmid-24249715:CH0024
SUB004,24,pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,pmc_xml,0.009346,84.991293,0.000000,global_primary_retrieved,0,not_selected,pmid-33947692:CH0023
SUB004,25,pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,pdf,0.008772,82.988529,0.000000,global_primary_retrieved,0,not_selected,pmid-35968355:CH0025
SUB004,26,pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,pmc_xml,0.008197,80.607471,0.000000,global_primary_retrieved,0,not_selected,pmid-41620612:CH0036
SUB004,27,pmid-35075945,35075945,PMC8793384,10.1177/15347354211073163,Management of Phosphatidylinositol-3-Kinase Inhibitor-Associated Hyperglycemia.,pmc_xml,0.007874,80.036026,0.000000,global_primary_retrieved,0,not_selected,pmid-35075945:CH0047
SUB004,28,pmid-23903756,23903756,PMC3935768,10.1126/scitranslmed.3005747,mTORC1 inhibition is required for sensitivity to PI3K p110α inhibitors in PIK3CA-mutant breast cancer.,pmc_xml,0.007692,0.000000,0.669557,global_primary_retrieved,0,not_selected,pmid-23903756:CH0039
SUB004,29,pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,pmc_xml,0.007246,77.692747,0.000000,global_primary_retrieved,0,not_selected,pmid-32782489:CH0005
SUB004,30,pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,pmc_xml,0.007246,0.000000,0.666800,global_primary_retrieved,0,not_selected,pmid-36321996:CH0048
SUB004,31,pmid-37101291,37101291,PMC10131374,10.1186/s13073-023-01181-8,"Multiple PIK3CA mutation clonality correlates with outcomes in taselisib + fulvestrant-treated ER+/HER2-, PIK3CA-mutated breast cancers.",pmc_xml,0.007143,0.000000,0.665174,global_primary_retrieved,0,not_selected,pmid-37101291:CH0027
SUB005,1,pmid-25409150,25409150,PMC4326538,10.1038/nature13948,Convergent loss of PTEN leads to clinical resistance to a PI(3)Kα inhibitor.,pmc_xml,0.108813,485.202763,2.194337,primary_for_subsection,1,top_ranked,pmid-25409150:CH0002;pmid-25409150:CH0003;pmid-25409150:CH0007
SUB005,2,pmid-32864625,32864625,PMC7450824,10.1038/s43018-020-0047-1,Alterations in PTEN and ESR1 promote clinical resistance to alpelisib plus aromatase inhibitors.,pmc_xml,0.102220,445.155005,2.186508,primary_for_subsection,1,top_ranked,pmid-32864625:CH0033;pmid-32864625:CH0020;pmid-32864625:CH0002
SUB005,3,pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,pmc_xml,0.099182,432.084518,2.175053,primary_for_subsection,1,top_ranked,pmid-40991650:CH0012;pmid-40991650:CH0002;pmid-40991650:CH0009
SUB005,4,pmid-31859350,31859350,PMC6923785,10.1093/annonc/mdz280,Biomarkers of response and resistance to PI3K inhibitors in estrogen receptor-positive breast cancer patients and combination therapies involving PI3K inhibitors.,pmc_xml,0.076374,450.983661,2.108253,context_for_subsection,1,top_ranked,pmid-31859350:CH0018;pmid-31859350:CH0019;pmid-31859350:CH0012
SUB005,5,pmid-27048245,27048245,PMC4820873,10.1186/s13058-016-0697-1,Activation of IGF1R/p110β/AKT/mTOR confers resistance to α-specific PI3K inhibition.,pmc_xml,0.076260,403.511408,1.403953,primary_for_subsection,1,top_ranked,pmid-27048245:CH0042;pmid-27048245:CH0041;pmid-27048245:CH0034
SUB005,6,pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,pdf,0.049648,460.798618,0.649428,context_for_subsection,1,top_ranked,pmid-35968355:CH0024;pmid-35968355:CH0001;pmid-35968355:CH0025
SUB005,7,pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,pmc_xml,0.048649,431.024583,0.699435,context_for_subsection,1,top_ranked,pmid-37916958:CH0033;pmid-37916958:CH0001;pmid-37916958:CH0008
SUB005,8,pmid-42351448,42351448,PMC13298351,10.3390/diagnostics16121790,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",pmc_xml,0.044402,303.903164,1.301496,context_for_subsection,1,top_ranked,pmid-42351448:CH0009;pmid-42351448:CH0008;pmid-42351448:CH0015
SUB005,9,pmid-27604488,27604488,PMC5050154,10.1158/2159-8290.CD-16-0305,Systematic Functional Characterization of Resistance to PI3K Inhibition in Breast Cancer.,pmc_xml,0.042379,135.621996,2.007148,global_primary_retrieved,1,top_ranked,pmid-27604488:CH0005;pmid-27604488:CH0066;pmid-27604488:CH0032
SUB005,10,pmid-33668685,33668685,PMC7918312,10.3390/ijms22041882,"PRKAR1B-AS2 Long Noncoding RNA Promotes Tumorigenesis, Survival, and Chemoresistance via the PI3K/AKT/mTOR Pathway.",pmc_xml,0.040955,405.850597,0.662182,context_for_subsection,1,top_ranked,pmid-33668685:CH0039;pmid-33668685:CH0038;pmid-33668685:CH0037
SUB005,11,pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,pmc_xml,0.038854,269.816560,1.318688,global_primary_retrieved,0,not_selected,pmid-39920872:CH0007;pmid-39920872:CH0001;pmid-39920872:CH0024
SUB005,12,pmid-25877889,25877889,PMC4433148,10.1126/scitranslmed.aaa4442,PI3K inhibition results in enhanced estrogen receptor function and dependence in hormone receptor-positive breast cancer.,pmc_xml,0.037559,162.750491,1.345749,global_primary_retrieved,0,not_selected,pmid-25877889:CH0013;pmid-25877889:CH0005
SUB005,13,pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,pmc_xml,0.030588,282.772420,0.644305,global_primary_retrieved,0,not_selected,pmid-36321996:CH0048;pmid-36321996:CH0041
SUB005,14,pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,pmc_xml,0.029793,279.115753,0.649769,global_primary_retrieved,0,not_selected,pmid-40510030:CH0006;pmid-40510030:CH0005
SUB005,15,pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,pdf,0.026879,123.602916,1.315015,global_primary_retrieved,0,not_selected,pmid-34552006:CH0037;pmid-34552006:CH0043;pmid-34552006:CH0006
SUB005,16,pmid-36579519,36579519,PMC9694420,10.3390/jpm12111793,PIK3CAMutations in Breast Cancer Subtypes Other Than HR-Positive/HER2-Negative.,pmc_xml,0.026814,267.102538,0.645426,global_primary_retrieved,0,not_selected,pmid-36579519:CH0020;pmid-36579519:CH0069
SUB005,17,pmid-42445743,42445743,PMC13361340,10.2147/DDDT.S611371,Precision Endocrine-Based Combinations After CDK4/6 Inhibitor Progression in HR-Positive Metastatic Breast Cancer.,pmc_xml,0.026599,0.000000,1.962448,global_primary_retrieved,0,not_selected,pmid-42445743:CH0015;pmid-42445743:CH0010;pmid-42445743:CH0004
SUB005,18,pmid-33059733,33059733,PMC7559997,10.1186/s13046-020-01713-9,TAM family receptors in conjunction with MAPK signalling are involved in acquired resistance to PI3Kα inhibition in head and neck squamous cell carcinoma.,pmc_xml,0.026455,241.501404,0.671478,global_primary_retrieved,0,not_selected,pmid-33059733:CH0007;pmid-33059733:CH0022
SUB005,19,pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,pmc_xml,0.025603,150.089959,0.679193,global_primary_retrieved,0,not_selected,pmid-41620612:CH0031;pmid-41620612:CH0032
SUB005,20,pmid-37553597,37553597,PMC10408073,10.1186/s12885-023-11243-0,BYL719 reverses gefitinib-resistance induced by PI3K/AKT activation in non-small cell lung cancer cells.,pmc_xml,0.025113,123.006074,1.302322,global_primary_retrieved,0,not_selected,pmid-37553597:CH0031;pmid-37553597:CH0009;pmid-37553597:CH0006
SUB005,21,pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,pmc_xml,0.021429,280.073847,0.000000,global_primary_retrieved,0,not_selected,pmid-32782489:CH0010;pmid-32782489:CH0016
